Age,Occupation,Purchase_1,Purchase_2,Purchase_3,Purchase_4,Purchase_5
42,16,4067,3006,2201,16792,11799
42,6,4931,2755,781,15523,10787
48,19,1094,1150,1013,2950,233
48,11,2007,9750,356,24087,8314
58,2,2354,6231,2439,6050,12419
45,9,2471,7005,2189,13612,5860
59,7,2916,7741,1366,22809,14284
33,19,1591,5802,138,6244,12017
40,9,1374,3562,665,12420,10728
36,7,3023,6645,1682,6255,6501
61,19,489,4762,1512,19954,10848
40,18,4420,2726,1012,10584,3566
23,10,2430,8063,1072,24904,11952
32,17,2533,3100,1438,20432,12587
45,11,3144,1715,168,702,5913
61,15,4852,9712,1465,7887,4963
42,12,3130,316,557,23313,14259
50,2,1323,2820,973,15541,4267
40,7,1088,6961,2112,18773,2000
46,4,3478,4716,257,21,6951
31,11,3089,4232,1807,1959,10269
44,11,2920,8302,164,16078,3904
48,5,1186,2551,794,20197,9857
53,12,3412,7320,948,16381,4351
43,16,3396,8464,2147,11840,7019
47,4,1212,4658,1423,21544,632
37,8,4752,5969,1379,4944,14872
40,15,2858,5167,126,22067,14031
53,4,1415,7691,1015,16122,13649
42,11,230,7087,2444,24676,13193
49,13,4654,8390,1711,22777,1071
49,20,4790,7381,2392,18193,6918
43,6,4534,8677,408,3499,5453
39,14,1808,9533,2210,20040,381
44,15,12,9166,2033,4883,861
41,15,4612,3469,509,1799,9387
50,12,4243,7377,1371,18443,11424
49,17,1545,2014,1512,11142,14858
34,20,1876,214,1714,21850,8108
35,20,3042,7070,1128,87,13862
30,10,2816,8495,400,18871,4153
33,5,4532,461,1373,364,13212
48,10,3649,4776,597,24114,11850
57,7,2994,5310,93,18107,2795
39,3,611,7610,1758,1672,11860
40,17,1092,6466,903,1570,9002
44,11,3979,2895,1819,19420,2325
38,9,3211,1433,1100,8956,10190
39,19,4533,7059,1133,15660,12885
47,12,13,8388,819,19378,13627
35,16,3981,4497,1718,14034,13113
49,12,512,8574,124,1199,1676
25,3,2732,1514,1430,17025,933
49,6,1121,3410,1653,8884,8110
42,20,4563,87,1263,5578,4938
44,15,1090,6382,1,9099,13773
38,15,478,3754,233,14064,12616
53,3,2503,6787,356,21859,1989
47,4,3055,2506,1218,21720,6304
40,8,4369,990,1573,6953,1323
45,14,2911,9538,1318,5015,11898
56,9,3701,3369,1929,4700,9455
43,6,1507,7618,1317,13390,5943
55,15,4299,6410,1773,18082,13636
37,1,2198,355,888,2097,14738
48,20,4883,564,2070,2792,6817
34,7,1317,7099,1790,966,8263
48,7,2785,9441,1240,18675,2481
48,11,332,5846,1973,1350,1438
40,3,1948,9270,1218,6934,4744
59,8,4223,4848,863,23218,12384
51,5,2381,9747,1269,12447,12015
32,9,4442,1861,594,8840,1738
50,11,3272,3868,1662,8039,7165
67,20,3475,678,2353,9614,2317
31,18,693,8741,1420,16521,13542
38,10,4778,6960,685,10922,13065
44,10,2536,4513,568,5712,9199
45,20,3812,7920,1119,19778,5738
51,15,1206,8576,317,3465,4786
38,18,442,732,670,14688,9880
51,4,742,7348,1446,6581,9771
41,4,4333,9654,1636,6154,13957
46,15,777,4534,89,16465,14871
37,8,2039,853,1114,5736,14094
48,9,1860,9041,1588,2990,3803
44,15,949,7090,610,22917,2705
49,18,3637,8034,931,16523,13920
49,5,4437,4792,2427,14722,1802
46,4,4654,8170,2357,4631,2722
55,1,3137,7447,1983,22763,10550
41,8,2517,4631,1999,9459,1365
30,13,4526,5494,888,1004,10094
41,20,2119,8604,565,1179,4409
49,4,760,6843,238,6062,7006
45,20,502,3814,2001,24762,3149
31,16,2674,7428,1530,22644,6335
33,20,2500,5117,1351,11825,1831
38,7,1999,2191,1141,16112,1527
39,13,2629,5721,1628,9667,6802
37,16,3936,5076,805,2469,10170
34,19,4152,8944,1788,5294,5520
32,10,2918,7916,0,8483,12212
51,5,3953,3060,29,5362,5161
45,13,3977,4485,1946,10992,3227
43,1,3293,6683,2124,17507,5113
36,2,1168,8003,1805,22779,11302
59,3,98,4648,666,7992,12428
43,20,2332,3888,1174,20172,6739
40,9,4702,5768,1142,13814,2357
40,6,817,6657,86,9906,14922
59,18,894,5311,445,20512,4084
32,4,4285,7382,712,24004,11694
42,8,536,9381,1902,15425,14153
60,4,410,3142,1211,11816,4258
39,15,4944,9524,1261,25000,6395
32,15,148,3951,841,14306,7140
60,7,2439,789,52,13282,6327
52,4,1642,2519,915,19875,4432
55,18,1417,287,218,15757,7318
41,16,4020,4242,175,5188,3108
37,12,4485,7740,459,9424,5069
45,1,1662,8926,1505,11658,12804
27,16,1764,704,2172,9592,2318
41,1,4830,254,1045,14296,11707
42,15,1142,1347,1453,14297,12474
33,19,1207,8157,1383,15288,14922
44,9,46,309,2150,2743,13636
44,14,4348,2815,483,4045,10032
52,16,813,8869,686,14589,324
43,8,3143,408,2045,22626,5698
50,6,2296,5834,496,6906,14124
31,20,595,2610,803,10329,2400
47,9,4399,1626,189,17221,3999
44,5,1594,5856,243,23233,6490
44,16,3067,3527,84,12943,13701
44,20,1998,949,126,13443,8916
52,4,2531,41,35,13949,10393
33,19,4092,6832,698,24792,4635
32,12,2982,6147,669,8742,6026
47,12,2736,1668,1383,1464,7495
32,16,4465,9822,1746,15706,6985
53,6,260,5334,2408,4634,5302
30,12,3901,6636,1620,10733,6941
23,17,3599,4298,1167,16180,8737
34,10,4350,7738,982,17544,7103
47,14,570,6532,82,20266,7455
56,8,3894,6726,863,21165,3854
48,12,3846,4273,1576,22827,11562
36,10,3649,5837,2415,23488,10102
38,11,704,6254,328,1677,1969
41,18,698,5706,2199,3307,14254
41,18,1675,883,807,2082,2922
28,18,2967,2955,2431,5044,1215
51,14,2540,4048,1191,15836,6994
37,1,4004,1336,2166,12708,12360
29,20,1525,8071,1259,23742,3569
34,6,1293,994,101,16958,3402
57,2,2154,6904,1915,23647,8046
52,18,4813,3060,2474,3747,3797
42,11,3370,1474,1526,18724,12990
37,2,2699,7807,206,7888,4260
38,17,1266,3146,2400,670,7704
36,18,4823,6893,309,1806,3962
46,6,4880,439,2352,13814,11220
45,9,4808,3672,2083,21649,879
33,13,1042,521,2494,10793,3647
35,11,4870,5824,486,233,1929
51,2,550,3723,1620,2356,7034
55,7,3712,4768,765,16181,5027
44,5,3063,4369,789,111,13165
38,16,4793,300,375,21452,9049
18,4,3965,1498,1481,2870,11877
29,9,3993,7024,374,14305,9742
42,18,1533,2869,1901,11372,14313
34,7,2969,2262,733,7971,5719
47,4,3386,9220,940,20258,12192
33,7,3058,9265,2387,20983,1659
57,4,3006,9653,980,7937,1886
35,3,4298,2924,2453,23895,1341
32,13,4257,7504,1900,24256,4252
41,9,1599,5099,1324,6753,1167
31,14,4930,5176,80,9501,9387
33,2,4858,7159,1131,11794,1595
36,10,995,6365,1920,24451,4375
26,15,2263,7948,382,19728,2735
49,5,3713,1585,2117,13155,1678
34,6,518,9632,1750,18541,4219
41,19,471,7505,1521,6411,6752
49,7,2899,3699,551,5244,12488
39,20,4555,1708,1871,19570,6165
61,8,2612,9812,292,4966,12528
41,4,4246,2546,1732,1732,11097
49,12,99,6590,1591,16617,14644
30,18,3383,6109,1089,10116,5020
44,1,4156,8454,593,20153,9408
40,12,3162,8077,2311,3973,681
40,9,3454,8364,579,865,11383
48,15,1242,9133,636,4548,4531
58,11,3884,5475,931,17976,5848
46,17,4373,333,376,15071,3254
35,19,3946,7824,292,11108,4062
70,10,2144,8115,1491,6053,5911
39,5,3703,4211,795,17750,3144
59,9,4115,4280,1669,7341,9390
29,9,4820,9053,1836,8273,2055
58,7,2457,1843,2135,9416,515
47,15,1572,6260,660,8996,6738
43,5,3085,4038,1601,17870,14785
16,5,485,2434,1588,23406,13940
39,17,858,2416,1933,16448,4889
61,19,4804,3210,2349,15063,12676
51,10,1636,7821,1230,8034,13980
61,11,3986,5838,199,12186,13929
48,10,4375,5271,1634,23160,9585
53,9,692,7094,952,7540,1321
29,17,2915,7773,1370,17486,8932
55,19,3206,4934,2183,20352,8655
54,6,3271,6720,1586,20847,8942
48,9,4037,1988,1126,6879,3905
44,13,4856,1879,181,2003,13299
48,14,4366,618,976,22797,6619
33,7,4104,45,1138,5306,12619
43,8,3941,9847,629,13765,5784
53,4,2537,5523,65,14499,74
48,17,1528,9286,1136,12311,13644
54,4,4438,7474,1919,21457,209
40,14,2671,7693,1352,15794,4672
30,20,1844,4060,76,24462,8771
65,5,3717,4216,562,2893,13547
39,7,1237,6054,1161,8176,9692
37,7,4992,5803,1057,11357,10067
40,10,687,7038,2455,13826,2003
43,7,4148,4652,1612,14298,6482
41,15,2959,1243,1101,24009,9045
55,19,769,7829,1540,5596,2810
57,15,4175,4889,1182,12607,3217
51,15,2469,3817,227,14831,8211
45,12,2924,7527,590,22151,10168
40,17,3304,7645,571,20065,11481
30,20,4464,7048,2118,10090,9497
27,8,2779,4360,333,24535,9668
55,12,3543,8571,1520,9758,4530
51,20,2315,9775,2341,6948,7158
45,19,2610,9975,1493,2602,3773
35,19,1371,7780,1643,6979,8788
50,8,2478,8211,62,16599,6646
44,5,2155,2211,2216,7588,9603
58,12,1127,7139,1304,6660,10809
49,14,3476,7339,481,22245,9341
42,2,1384,7934,2072,1020,8754
47,18,1360,8734,2061,24037,10669
64,5,3643,4199,1486,21564,5803
40,14,3108,8202,1255,5367,1934
47,7,3522,4756,910,9793,4944
30,5,4884,1733,387,19264,5620
46,5,4565,6086,888,15775,5882
35,13,4861,3471,371,8115,5920
49,12,1181,4979,642,13255,2650
55,6,1085,6087,2073,6696,8035
44,19,4273,4447,2343,12272,6021
53,9,3330,3070,447,2418,325
33,6,1328,2452,162,3742,11790
43,19,2315,5827,2098,15500,1983
56,18,2983,4457,2246,13459,9813
39,17,2044,7796,1127,8895,13218
47,17,3028,4140,782,5095,13510
48,8,922,5726,2453,21352,11358
33,19,754,4943,708,15836,5959
50,19,3072,4187,850,185,12249
38,5,1994,2884,1181,2357,1759
25,16,4427,4633,1294,13769,14914
40,18,3587,3572,1520,24082,14407
46,13,2353,4921,1244,5419,13597
48,13,3802,1779,768,23972,4483
45,11,3103,9501,2031,3015,1369
34,6,3941,8005,442,18581,4239
51,1,2171,1200,877,17629,8485
39,18,4071,5166,10,11789,9628
58,12,2313,2039,2070,1119,7516
43,16,3162,1637,1739,6134,1500
45,6,614,5194,1256,10121,11842
43,15,2863,2670,638,2371,156
56,18,1124,9208,1521,24269,1861
45,13,4786,5156,2010,2106,5531
43,3,1558,5199,525,1312,11059
50,8,909,6889,2053,1169,1203
49,5,4734,571,2199,22498,3826
45,4,4816,1165,1850,14265,11166
51,13,420,1139,427,3203,25
41,10,2683,9078,2114,4036,1964
49,5,1670,1877,2109,5895,3279
54,20,602,9467,1960,505,10426
51,19,1705,2284,337,1440,9144
55,2,1577,2391,8,21506,11675
24,15,4733,494,1861,18856,6832
44,14,1138,881,1547,13918,10749
33,5,1985,5402,937,18722,3543
44,17,1785,8961,26,786,10081
35,7,325,4698,1834,14269,13038
36,1,4605,6927,1526,5009,2542
49,7,703,8788,1520,15113,6306
48,4,4171,3577,2398,1924,8479
47,8,4352,159,544,16602,13729
36,5,2335,1521,1827,11147,1400
47,13,3735,8002,1318,24403,10297
37,8,3883,1541,936,3720,11834
52,3,1815,5078,513,16079,10056
41,1,1068,5616,1274,5283,13423
54,2,892,7710,1346,44,11157
25,5,2490,6595,1174,20526,8304
27,13,2138,1507,2119,12918,7518
45,18,4774,3936,1325,4637,5096
50,15,4856,8724,1815,11356,3258
49,17,3986,1113,645,16793,2179
49,13,1757,7061,1236,23102,4113
67,7,2146,7664,820,2373,2626
40,4,908,6739,2336,11277,6042
54,16,3490,4455,2191,1900,9138
35,11,962,1209,612,5918,2401
45,11,4675,8315,1984,12578,13401
41,6,2790,8257,1204,16813,9744
29,8,3736,392,1250,20557,14801
40,15,1788,9537,733,6452,13586
49,6,4224,1768,2066,16712,13334
36,3,2264,3792,10,5495,3641
25,13,383,9788,121,24605,4235
54,13,3412,6273,270,21034,4275
70,4,1519,9071,2376,2369,6069
52,13,75,114,1193,24105,1845
63,19,574,5650,449,16513,8526
44,1,2798,8535,2306,2983,4474
27,11,2639,5893,2139,3579,1371
38,17,4146,6977,1647,15272,14100
52,6,4077,5216,431,21202,10346
47,6,2296,673,1108,11046,7504
40,18,1581,1238,1183,7165,6511
48,4,3041,8623,1830,19934,563
32,13,1349,2118,2491,19691,3111
50,6,3600,8989,312,6739,12400
39,5,3789,3146,471,21530,4479
45,6,4098,6723,1815,21794,9615
54,3,658,7180,200,8670,3030
39,17,1420,4839,2431,5280,1753
35,2,4986,1079,104,8,3033
44,19,1058,9700,669,10989,6389
47,8,478,6168,1234,24675,11757
44,16,2893,5440,115,20106,5361
39,10,4565,4013,913,11793,1431
65,7,1281,7998,242,17797,4492
47,17,2087,8352,2065,14045,13688
47,16,4509,894,1632,7362,2317
51,4,4597,4496,496,5474,8068
45,7,3921,1297,2206,12244,13680
40,3,904,1548,325,22233,6027
33,4,4333,8974,1604,20782,11826
44,2,3526,3942,1901,14005,13720
33,7,712,5728,812,11906,521
42,5,487,512,1595,22387,9055
53,1,2331,206,473,21061,14797
47,20,1936,5326,27,7767,208
57,7,4752,4117,989,462,6461
37,13,3710,2768,173,5359,3935
43,2,3657,8509,977,5285,4928
48,18,2186,611,2329,21655,4585
49,1,1046,7706,1224,19086,4097
52,5,430,8345,2429,16141,10979
30,2,481,6365,100,14856,1492
35,15,3676,4553,65,18574,3099
47,19,2869,9751,2405,3465,6367
47,14,17,9088,1054,7422,2141
30,20,2591,6168,151,8996,4123
40,1,4004,4596,408,8169,14644
37,14,1883,5064,289,3102,13383
36,20,640,3282,2322,24279,4306
66,14,3687,8359,2159,18558,9600
45,19,3440,6857,390,15970,3062
34,8,2688,4354,1349,15780,4407
53,14,1536,9032,1085,13138,12939
33,13,1688,1040,1207,5226,12363
42,15,175,7825,655,12634,8885
57,6,3208,7759,827,22404,7558
49,3,3119,144,5,21201,9210
36,20,83,8258,1407,17893,13676
30,2,4656,9714,1315,11270,928
28,20,1589,148,1342,14729,10080
26,1,1003,9964,459,596,10315
51,3,1747,2800,1543,23030,10680
52,1,122,669,475,6944,3995
42,12,3306,430,273,4569,11979
46,14,1207,1280,2482,16145,6006
34,3,1311,5110,1516,8344,12784
22,18,4048,2045,475,3103,10959
34,10,1724,5346,2297,2516,6130
49,8,494,5680,2073,11353,9243
38,16,4289,4421,1414,22312,6734
46,12,2492,4510,334,14264,2359
37,5,1352,9848,1553,21351,7221
62,7,1818,1402,2338,6719,1150
47,20,1009,9073,1081,8583,7365
59,8,2910,3220,686,3463,8830
49,8,903,5974,2181,6765,7267
51,20,3010,6117,719,13082,2111
53,5,1448,657,1754,22236,6709
53,19,856,8643,1822,23547,9980
38,10,4169,5960,840,22640,14759
48,14,610,6362,361,18189,2293
37,20,3073,3424,1844,20392,7210
37,15,1705,8296,1417,12934,3823
46,2,2968,73,39,2170,10417
55,5,3910,8097,1857,18397,12096
40,9,3292,4050,375,17631,262
39,10,921,5266,1777,7029,13423
37,13,4994,7701,1018,16614,5612
47,10,3507,8836,723,20399,3002
36,16,1803,5445,1128,8006,12529
50,6,3138,7422,383,12785,9921
37,8,3181,8678,284,2495,7170
49,1,4138,7773,974,17143,5336
42,2,3921,953,783,24052,1114
51,7,3759,344,2205,21255,3791
49,1,35,5480,1963,15420,8091
32,13,398,8672,101,13945,10561
50,5,1892,2056,559,5375,1900
38,18,4947,6893,1193,7589,10926
36,2,1783,533,1052,6530,6556
41,14,2251,2286,2294,18597,10841
55,18,184,3605,293,6221,11932
24,9,3942,7519,2272,21712,8820
38,15,4126,1016,188,8899,11011
27,2,888,4432,527,9634,2236
36,18,1069,9874,1532,12646,4957
35,14,2378,3775,1888,16891,3813
40,1,3133,2870,1006,11226,4827
52,2,2158,3804,2023,10190,3950
46,12,4087,4585,1282,14342,1998
34,7,2519,5906,2391,11197,3228
43,6,3713,9430,1712,24067,8620
45,16,2767,1445,139,22896,14570
43,19,4619,7842,533,20343,9430
62,14,4407,4042,605,10564,11870
43,13,447,3339,2238,10585,2891
49,6,464,5896,244,3073,9571
33,10,2450,701,1298,23405,11308
37,13,4466,2213,296,6079,8312
54,14,4517,7937,190,18259,10849
31,2,4962,5730,284,12707,14917
40,4,3371,3980,137,24555,3706
46,19,2776,4820,1300,12068,3096
54,11,4451,6348,2169,4523,764
41,11,4666,4836,1331,6134,841
35,20,115,6345,1574,3293,6107
42,13,2819,2075,660,98,1547
48,2,2470,4284,135,15635,7834
46,13,4478,9707,2107,14776,6994
43,11,2854,7939,2055,1892,11256
50,15,3985,5788,843,24292,3232
38,17,3464,2828,724,10200,8528
40,12,3935,5341,943,24292,7428
38,1,2328,7768,2231,23888,8909
47,10,1671,542,379,19684,6636
38,16,1216,4828,2282,20808,404
44,15,3406,1711,2167,4521,9451
31,10,3978,9660,1385,16593,7687
53,4,2551,4441,1294,11421,9408
48,12,1944,9466,224,929,11176
27,15,566,6451,535,12695,6395
42,16,1122,2278,971,20643,6224
52,8,3889,2081,1618,7012,11655
53,13,1120,1304,1060,15245,14745
54,19,3545,6293,837,2192,1068
46,3,4889,9225,351,2044,10604
45,13,3373,1844,1510,20817,13579
29,8,3738,9870,1671,8427,8541
28,5,3027,2850,1988,18545,12767
38,10,3637,447,147,16549,14673
47,12,848,3001,89,15119,2282
39,18,244,4580,1940,4422,13193
61,6,3575,8100,532,15304,4244
33,16,910,8740,615,24010,9396
40,20,3708,8523,213,16173,14177
47,5,1971,9554,1532,21450,12614
45,3,1099,468,100,19932,13590
46,18,3927,9985,1414,11442,6361
42,2,4047,3539,1652,24552,8951
53,4,2417,7375,2323,9133,8884
52,8,1446,8892,693,23672,14575
29,14,88,9828,1223,11212,521
40,18,2814,9201,1729,19768,6165
42,15,622,1833,1040,19383,9203
35,10,112,3616,1932,19000,1474
52,5,2474,5673,1151,15815,8798
58,14,935,6667,891,7164,308
41,3,767,2957,1158,10129,359
30,18,2347,5767,1401,23469,7728
37,1,4899,9425,1920,16276,11402
50,8,2535,3147,774,8415,14401
29,5,1862,1441,2356,17219,8410
26,7,3525,3572,1064,10768,666
52,19,1752,2680,1015,24955,11907
56,5,3550,6601,884,10385,133
63,19,121,5498,2350,6413,5745
39,6,26,2785,1814,7128,9922
34,11,2183,8031,940,18750,1625
45,12,1312,5043,1438,17297,3627
46,17,2579,7004,492,17953,9562
45,5,1960,1756,731,7948,5623
32,11,1582,3600,1862,20679,11056
38,13,1878,7021,371,11327,9491
57,12,3827,1403,1221,23986,4315
36,19,754,9671,2295,3129,5852
42,11,4035,2659,1179,15487,9174
43,10,4092,2370,855,19132,5920
51,16,892,1516,961,11045,8104
35,3,4395,4961,1020,73,8169
49,14,4657,7422,2247,6264,3182
48,6,941,2508,161,11720,11317
42,17,1748,7354,832,652,10803
48,10,2700,715,103,14723,4470
54,5,229,6415,1548,12324,7628
47,13,3294,564,489,18804,3097
47,16,1225,9320,2042,17805,12585
38,7,2528,5239,1024,16387,10723
39,12,3913,7889,2371,21589,3323
38,17,2010,6969,1200,12130,10280
44,3,3611,2195,68,23800,12561
47,20,4750,3868,1255,21299,880
53,17,703,4598,561,7492,9461
41,4,2581,4152,1886,13035,5570
59,8,2700,1349,1519,11461,6748
39,16,3542,1346,2273,9008,5361
30,2,3370,3705,554,24975,343
49,15,3411,4372,1503,24505,10401
30,1,1218,634,50,1480,13410
47,16,1729,927,1658,8627,144
52,16,763,87,2204,14367,1878
51,5,362,8268,2398,8143,7165
33,4,2580,2489,1965,18252,7209
38,3,2316,789,375,12158,14830
51,6,3354,5218,1851,10190,6004
41,2,699,7200,480,1928,6281
42,19,3840,262,899,19844,13421
48,18,4457,8355,1677,21546,1300
36,2,1138,4415,1382,22947,2364
49,19,1011,7038,361,12406,10951
44,19,558,3952,2095,11491,12462
34,19,3548,2804,777,1935,14905
45,20,370,8393,2469,12933,1460
60,16,2616,6342,944,661,11881
46,6,623,5949,738,23912,10407
31,8,1323,6124,1053,21705,10785
36,5,2722,3267,1043,14244,13597
32,10,3087,7144,2352,89,7416
47,3,2860,8385,2289,8257,2709
32,9,1648,5152,1345,1445,139
31,6,1589,7800,1814,14932,14311
52,1,1923,9656,2266,8555,6720
44,19,246,5712,2085,16838,8140
45,5,3241,4299,1909,19401,6967
44,2,4981,2935,472,20699,5900
50,17,1361,2147,1747,17587,5199
36,9,1855,8526,2217,21322,13519
44,4,439,6529,1705,18035,8591
37,11,3310,4561,1638,18169,5111
49,7,448,2076,1677,24672,9237
29,13,3408,7439,2296,11101,12294
39,13,1372,7645,1058,15547,842
46,17,2199,138,318,9445,9285
52,2,3995,4147,303,11650,8295
48,9,28,2888,1302,11170,8289
40,3,2449,8361,1314,11478,6759
45,15,2513,6763,2189,6461,4373
35,4,3849,3228,529,24836,9807
35,7,610,2100,184,21535,13868
44,10,4344,2892,1928,1447,718
49,17,4705,2807,439,11207,2020
49,6,3767,4859,1355,58,5696
38,14,2755,8771,1987,15341,3135
48,2,4251,6045,1026,11233,418
43,20,2410,2983,824,4817,14671
41,2,3910,2045,536,23018,10248
40,6,4484,3564,2488,11397,1187
52,20,1214,553,217,20047,1681
57,16,1968,3636,1498,1553,13944
30,12,3276,1442,501,12354,9245
43,20,3450,4137,298,10077,1974
50,14,2637,6544,1440,1171,10683
35,15,2456,3723,969,21222,6485
35,17,3464,7829,939,13370,14830
48,10,1794,3739,1270,23038,1074
37,10,317,8150,2499,13381,5726
49,13,3322,2499,16,2712,9848
43,11,2717,2439,348,17326,13154
57,18,1346,5928,719,6182,12793
37,14,4764,1646,2136,16924,14236
55,10,33,39,332,23796,11024
25,10,2720,3788,2320,3764,5633
67,19,2449,2638,1404,1015,6239
47,10,1288,8335,679,22691,1391
50,6,4831,6427,1598,7925,10159
36,14,688,7329,2096,23266,5932
56,13,1768,2500,307,14611,4947
48,18,4371,8021,1645,2930,8587
51,10,4911,2338,692,17654,2590
27,3,1466,7742,1927,17367,3900
46,20,2849,4920,1402,23263,11166
42,12,3046,5640,2436,18025,14489
39,14,2690,3310,1650,22736,8329
45,13,2939,2790,994,13900,13313
62,18,719,6570,1488,21220,9008
42,13,2919,6984,1112,18048,5344
35,5,4309,9747,1324,17158,4457
48,5,3503,5116,1859,3946,5947
46,16,2816,2288,2065,6477,3781
42,11,184,3786,1715,19509,4907
43,16,4601,4478,250,10569,5692
63,1,100,854,2047,3062,11005
22,6,2097,1975,284,17012,9763
33,14,4734,1164,1827,14679,5417
38,4,4945,27,1934,17793,6855
38,17,957,610,1838,14937,5048
40,20,1022,8325,1686,12722,14899
30,15,1073,7292,407,7004,10229
40,5,1808,5205,89,20810,7364
54,18,2878,4590,1142,23737,3145
42,6,3327,7228,546,16878,3397
39,6,951,1903,332,18799,3024
24,15,3277,8943,1666,20765,11579
49,15,976,5551,566,3966,10782
34,9,2362,57,49,14357,12852
49,3,3358,4696,1231,2318,280
68,6,1619,7770,2258,12665,2804
36,10,1392,2050,1651,6168,13710
53,8,1446,8103,1103,5697,2050
40,10,2221,9304,1801,23598,8641
42,13,1268,8067,654,24904,12890
43,12,3372,3421,833,16942,9640
38,4,4111,550,1095,225,10967
41,19,2326,9058,926,12810,7968
42,20,4928,2284,609,6067,9298
36,2,2191,5742,1781,5443,10395
44,15,1417,5647,213,12764,49
32,7,4915,5154,541,20715,8719
38,13,335,5718,908,6395,11867
47,13,1683,247,2191,6533,7819
41,17,3705,8797,1913,2878,4220
27,3,2423,9853,1125,14318,13374
28,15,3457,945,1352,21934,2575
41,7,2532,3191,1445,3460,6473
40,13,3942,6776,2363,20691,6681
54,19,4657,8570,670,7372,12955
47,18,2470,1329,788,4819,4471
44,6,572,1068,1671,15970,12322
43,12,4266,5128,1113,12108,1437
41,1,755,8847,753,2962,7514
39,11,2943,186,2455,21800,12141
46,4,34,2432,2065,13593,13025
50,8,3314,9204,1768,24527,7010
26,16,3675,2448,770,21243,8284
33,6,4980,2857,1153,17104,615
39,17,4121,9975,160,2954,3750
56,16,2833,6750,470,3918,3404
33,17,619,2054,386,20982,13294
37,3,1111,3366,1074,3579,7986
35,20,4473,9810,924,6579,6269
38,20,4644,9027,1134,4885,6340
32,9,2793,3211,760,16998,4123
37,1,2104,4712,1805,7912,439
30,18,1552,951,2304,24499,7155
51,14,3465,8457,1672,13275,6446
42,10,3143,1885,2238,13414,5841
26,4,2844,1476,2232,16544,12059
49,17,1471,5,1612,3598,2843
41,5,231,653,2265,21545,5969
41,8,1433,6900,1930,7069,14304
40,17,725,5912,161,22196,7503
52,13,2527,230,2417,4189,1336
48,10,1562,766,421,1417,3880
40,12,3910,2736,2177,19029,14831
48,16,4929,2540,582,8758,14129
37,6,157,4031,1620,13449,2271
53,15,3429,1427,1533,21335,5703
43,13,1324,3157,1548,12502,5570
44,16,2315,2861,1698,9087,6535
53,11,701,968,532,21563,3094
43,16,4815,8470,197,6295,14674
42,16,3424,3065,1562,3660,7158
30,1,2021,9253,707,5691,5867
51,16,2448,8938,2181,4753,14712
37,16,4079,2653,720,3306,5766
43,12,4667,5976,2043,17012,10277
43,9,1170,7732,763,1107,2692
36,2,968,1332,2413,23151,1773
35,16,2664,7860,2370,13454,8854
38,4,2596,3465,778,736,1756
40,1,1198,5812,1917,16766,7406
52,2,2918,3389,477,22541,8043
53,16,4222,8076,434,1303,12750
36,16,94,5088,2283,23433,1231
49,20,2300,3930,529,12746,7986
38,6,312,7020,460,19989,7239
29,9,1775,6958,592,18281,10164
40,8,1795,1050,1020,19783,2306
32,7,30,861,1520,6802,4686
33,9,1589,2813,856,758,6984
32,15,4431,4314,1266,2087,13143
50,5,172,9360,1425,2259,3643
45,13,2048,5209,214,9110,6571
59,13,3643,2035,2237,12039,13374
36,4,149,2024,1852,2878,11440
46,6,2715,104,1732,12594,9088
43,11,2205,8057,717,9080,3086
41,19,1668,6435,1617,2176,805
42,11,4372,4044,390,11906,10761
45,2,1487,5405,1332,9196,2047
40,7,1603,5377,1081,2294,1178
48,12,2776,2189,2422,7438,8395
37,1,4908,6099,2025,20341,1922
34,5,3265,9049,1386,14754,5703
53,19,2487,9850,1252,14861,14951
41,18,2780,1961,2367,7998,6511
48,20,436,5296,2346,15587,14580
37,1,4631,8735,834,18930,2729
36,14,536,7842,1439,1321,8764
22,12,2925,6158,618,3303,10951
39,2,1425,788,494,24754,8478
28,10,3729,9779,987,6659,2669
46,20,580,3598,21,2008,199
27,16,4328,3117,1265,23329,6690
26,6,3783,8219,181,3571,2934
38,15,2724,3733,373,14494,14264
36,7,2871,9105,2413,6333,2796
52,9,3381,2169,1127,9046,1888
26,2,1965,5669,1964,19158,11862
41,18,39,2314,694,13647,8835
49,8,2615,905,405,1336,13587
41,14,3951,5421,662,20345,10545
54,11,2788,211,1121,19069,1946
48,10,1659,5463,2284,628,9933
39,15,4222,5082,1419,14929,123
40,7,434,4199,940,6052,13428
37,12,1474,2638,106,11988,11772
55,9,4999,825,611,13156,7037
43,20,409,6379,458,15359,13956
42,18,1230,224,1532,11678,1151
58,11,567,4078,1351,17443,10406
62,13,3081,3514,320,22692,683
58,13,49,3375,1594,12648,1080
44,5,772,8871,391,15560,6795
42,18,1523,5402,1926,9677,14182
44,15,770,8264,1983,2427,14895
32,10,2224,2826,1357,19700,9304
31,19,1598,7626,8,15398,6193
41,15,89,2990,1376,22838,4751
41,11,1458,6160,922,1495,9710
16,9,4054,2580,1609,8318,6938
35,8,1138,7669,284,23712,4952
46,19,1052,2819,1044,19203,10409
42,18,2553,644,543,4743,5450
52,8,1500,4300,71,22129,8622
44,14,1954,9773,1215,20324,9955
37,3,2245,8176,91,2453,1970
42,3,3283,9845,1895,15421,7324
40,18,2036,8432,1078,24687,10759
37,2,3314,2141,2298,6053,5790
22,19,617,8665,772,19914,7158
